intervention_id,current_plan_group_id,organization_id,indicator_id,plan_fiscal_year,change_idea_raw,change_idea_normalized,association_status,association_review,primary_category,secondary_tags,classification_method,classification_rule_used,classification_confidence,classification_reason,taxonomy_version,classification_evidence,override_reason,classification_review,workplan_source_ids,progress_source_ids,planned_methods_raw,process_measures_raw,process_targets_raw,workplan_comments_raw
current_b04ba15cf2617cd30a20,current_group_aeee52ab154526a558c9,org_f8eac9c57136e46f,ind_70af49183c985bdc,2026/27,Enhance communication between healthcare providers and patients during hospitalization in preparation for discharge,Enhance communication between healthcare providers and patients during hospitalization in preparation for discharge,workplan_only,source_exact_idea,Discharge & Transition Planning,"[""Care Coordination & Communication""]",rule,"[""v1:Discharge & Transition Planning:\\bdischarg\\w*"",""v1:Care Coordination & Communication:\\bcommunicat\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Care Coordination & Communication"":[""\\bcommunicat\\w*""],""Discharge & Transition Planning"":[""\\bdischarg\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_558""]",[],"[""1) Staff education on discussions with patients regarding what to do if they were worried about their condition or treatment after they leave the hospital 2) Physician education to ensure discussions with patients regarding what to do if they were worried about their condition or treatment after they leave the hospital 3) Update the After Visit Summary to include Elsevier attachment on their condition or treatment 4) Enhance current discharge patient rounding process""]","[""1) Percentage of relevant nursing staff educated 2) Percentage of physician departments informed and educated on best practice and Elsevier utilization in department meetings 3) Percentage of patients that have Elsevier attachments in the AVS 4) % of PCCs trained on new rounding process""]","[""1) 80% of relevant staff educated 2) 100% of physician department meetings 3) Increase by 5% of patients that have Elsevier attachments in the AVS 4) 80% of PCCs trained on new rounding process""]","[""""]"
current_81cccfd1cd87d8a95996,current_group_aeee52ab154526a558c9,org_f8eac9c57136e46f,ind_70af49183c985bdc,2026/27,Implement a tool kit for leaders to develop action plans to improve patient experience,Implement a tool kit for leaders to develop action plans to improve patient experience,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_557""]",[],"[""1. Design and share a toolkit with leaders 2. Embed tool kit in leadership onboarding 3.Program leaders to develop action plans and report on areas of improvement related to discharge education""]","[""1. Percentage of leaders that utilized the toolkit 2. Percentage of departments with toolkit included in onboarding 3.Percent programs that developed a targeted action plan related to discharge education.""]","[""1. 70% of leaders utilized tool kit 2. 100% of departments with toolkit included in onboarding 3.60% programs developed a targeted action plan related to discharge education""]","[""""]"
current_1bc5c29d852af1122b95,current_group_68d39735588483ee8dc1,org_f8eac9c57136e46f,ind_a0e544555526255d,2026/27,Disseminate expectations for medication reconciliation organizationally,Disseminate expectations for medication reconciliation organizationally,workplan_only,source_exact_idea,Safety & Risk Prevention,[],rule,"[""safety_mechanisms""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Safety & Risk Prevention"":[""\\b(?:hand hygiene|medication reconciliation|de.escalation|pressure injury prevention|pressure ulcer prevention)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_567""]",[],"[""Routinely be on agenda for physician department meetings to re-educate physicians on expected practice and discuss MR performance rates and address barriers.""]","[""Percentage of physician department meetings with medication reconciliation compliance on agenda""]","[""100% of departments have medication reconciliation compliance as an agenda item.""]","[""""]"
current_b42e8414200582bb6231,current_group_68d39735588483ee8dc1,org_f8eac9c57136e46f,ind_a0e544555526255d,2026/27,"Establish clear accountability for individual practitioners, related to admission medication reconciliation.","Establish clear accountability for individual practitioners, related to admission medication reconciliation.",workplan_only,source_exact_idea,Admission & Transfer Process,[],rule,"[""v1:Admission & Transfer Process:\\badmission\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Admission & Transfer Process"":[""\\badmission\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_566""]",[],"[""Ensure Medication Reconciliation MyLearning module is part of onboarding and reappointment""]","[""Percentage of physicians that completed the MyLearning module""]","[""80% of physicians completed the MyLearning module""]","[""""]"
current_a4481f38b98ac355dfa9,current_group_68d39735588483ee8dc1,org_f8eac9c57136e46f,ind_a0e544555526255d,2026/27,Understand drivers of lower compliance with the metric due the removal of iVent pharmacist documentation,Understand drivers of lower compliance with the metric due the removal of iVent pharmacist documentation,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_568""]",[],"[""1) Audit the non-compliant records 2) Create target initiatives pending the findings of the audits""]","[""1) Percentage completion of non-compliant audit 2) Target initiatives identified with an action plan""]","[""1) 100% of non-compliant audits have been completed 2) At least 1 improvement opportunity identified and implemented""]","[""""]"
current_79b6d9d8a5810118114f,current_group_36af9c045971d74e1958,org_f8eac9c57136e46f,ind_d6c2a2a59afc9ab5,2026/27,Implementation of Carbetocin,Implementation of Carbetocin,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_556""]",[],"[""1) Develop and implement a standardized Carbetocin administration protocol for prevention and management of postpartum hemorrhage. 2) Update order sets and medication pathways to include Carbetocin for eligible patients. 3) Provide education and training to relevant clinicians to support safe and effective Carbetocin use 4) Establish a monitoring process to ensure adherence to the administration protocol""]","[""1) Percentage of eligible postpartum patients who receive Carbetocin per protocol. 2)Percent Eligible order sets and medication pathways updated 3) Percentage of relevant clinical staff trained on Carbetocin administration 4) Compliance rate with documentation of Carbetocin administration in the medical record (EPIC).""]","[""1) 100% of eligible postpartum patients receive Carbetocin in accordance with the approved protocol. 2) 100% of eligible order sets and medication pathways updated 3) 100% of relevant clinical staff trained on Carbetocin indications, dosing, and administration. 4) 90 % compliance rate with documentation of Carbetocin administration in the medical record (EPIC).""]","[""""]"
current_70c5085d23db28a66f17,current_group_a843434422943a41206c,org_fb3ac5f6ed2b1a0d,ind_0646035afd9bba7c,2026/27,1. Review workflow processes for Family Birthing Unit to enhance completion,1. Review workflow processes for Family Birthing Unit to enhance completion,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1490""]",[],"[""1. Review workflow processes for Family Birthing Unit""]","[""1. Workflow reviewed and enhanced""]","[""1. 94% of patients obtain true med rec""]","[""""]"
current_2adaa71f3d2767cfcbf5,current_group_a843434422943a41206c,org_fb3ac5f6ed2b1a0d,ind_0646035afd9bba7c,2026/27,2. Continue review and follow-ups for non-compliant cases,2. Continue review and follow-ups for non-compliant cases,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1491""]",[],"[""2. Continue manual chart audits to ensure accurate information.""]","[""2. Number of chart audits""]","[""2. 100% of non-compliant charts are reviewed.""]","[""""]"
current_fee07e9120e084b5abb8,current_group_19bbf0714f96d98c29cf,org_fb3ac5f6ed2b1a0d,ind_37478f8fb5db2bb6,2026/27,1. Continue Workplace Violence Prevention Committee,1. Continue Workplace Violence Prevention Committee,workplan_only,source_exact_idea,Safety & Risk Prevention,[],rule,"[""safety_response""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Safety & Risk Prevention"":[""\\bcode white (?:response|committee|skills)\\b|\\bpost.incident (?:medical|psychological|support)\\b|\\b(?:violence|falls?) prevention\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1499""]",[],"[""1. Quarterly Workplace Violence Prevention Committee""]","[""1. Number of meetings""]","[""1. 4-6 Meetings per year""]","[""""]"
current_adc84ca1965909ac04d8,current_group_19bbf0714f96d98c29cf,org_fb3ac5f6ed2b1a0d,ind_37478f8fb5db2bb6,2026/27,2. Holistic review of all aggressive incidents and identifying gaps.,2. Holistic review of all aggressive incidents and identifying gaps.,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1500""]",[],"[""2. Review of all aggressive reports by employee health""]","[""2. Number of high-risk incidents with solutions identified""]","[""2. 100% of incidents be reviewed by employee health""]","[""""]"
current_cd4fa3543468671f3839,current_group_19bbf0714f96d98c29cf,org_fb3ac5f6ed2b1a0d,ind_37478f8fb5db2bb6,2026/27,3. Enhance consistent coverage of Service and Protection Agent,3. Enhance consistent coverage of Service and Protection Agent,workplan_only,source_exact_idea,Other,[],fallback,[],unclassified,No specific operational mechanism matched,1.1,{},,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1501""]",[],"[""3. Fill SPA vacancies""]","[""3. Percentage of Coverage of shifts""]","[""3. 90% of shifts covered""]","[""""]"
current_0928bbb7fee05fb3265e,current_group_e727c0bbc232e14b83ff,org_fb3ac5f6ed2b1a0d,ind_5314e24f5f6e6912,2026/27,1. Sharing training completion reports with managers to support timely follow‑up with staff.,1. Sharing training completion reports with managers to support timely follow‑up with staff.,workplan_only,source_exact_idea,Training & Education,[],rule,"[""v1:Training & Education:\\btrain(?:ing|ed)\\b""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Training & Education"":[""\\btrain(?:ing|ed)\\b""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1502""]",[],"[""1.Surge reports pushed to managers for review and follow-up""]","[""1. Mandatory completion rates""]","[""1. Target 85% achieved""]","[""""]"
current_da4975dcdbad5e76fdce,current_group_9590cec2a09f31a511f9,org_fb3ac5f6ed2b1a0d,ind_67ee717abbe20a1b,2026/27,1. Standardized use of bedside whiteboards,1. Standardized use of bedside whiteboards,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1492""]",[],"[""1. Finalize implementation and standardize use of bedside whiteboards on all inpatient units and Family Birthing Unit""]","[""1. Results of completed bedside whiteboard audits.""]","[""1. 80% of whiteboards completed successfully""]","[""""]"
current_04cc662fc1a322a1cb79,current_group_9590cec2a09f31a511f9,org_fb3ac5f6ed2b1a0d,ind_67ee717abbe20a1b,2026/27,2. Standardized and consistent approach to patient rounding from leadership on inpatient unit,2. Standardized and consistent approach to patient rounding from leadership on inpatient unit,workplan_only,source_exact_idea,Policy / Standardization,[],rule,"[""v1:Policy / Standardization:\\bstandardiz\\w*""]",rule_supported,Explicit text pattern evidence; not a probability or validated label,1.1,"{""Policy / Standardization"":[""\\bstandardiz\\w*""]}",,unreviewed_rules,"[""file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1493""]",[],"[""2. TL and Clinical manager to round on 5-10 patients per week""]","[""2. Number of patient rounds completed""]","[""2. 90% of patient rounds successfully completed""]","[""""]"
